,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
461,prerank,GO_Biological_Process_2021__actin filament bundle organization (GO:0061572),0.740695057971255,1.2169391369925093,0.11266094420600858,0.6502137203893531,1.0,13/31,8.85%,PAWR;NEDD9;LIMA1;BAIAP2L1;EPS8;EZR;FSCN1;BAIAP2;USH1C;ADD1;AIF1L;ESPN;CORO1B
462,prerank,GO_Biological_Process_2021__protein localization to plasma membrane (GO:0072659),0.6850705094550661,1.2168325864162655,0.020060180541624874,0.6496689381722711,1.0,50/132,13.27%,EPHA2;ATP1B1;JUP;CRB3;RAB13;RDX;TMED2;GAS6;TNF;F11R;RAB11A;ROCK2;LRP6;SLC9A3R1;CDH1;FAM126B;EZR;PKP2;ITGB1BP1;EPB41L3;RAPGEF2;EHD1;RAB10;FLNA;PIP5K1A;S100A10;FGF13;SLC9A3R2;TESC;DLG1;RAB3D;PKP3;RAB8A;PACS1;RAP2A;SMURF1;INPP5K;ROCK1;DENND4C;ZFYVE27;GAK;MAP7;RAP1A;ZDHHC2;RAB3B;FCHO2;NECTIN3;RAB15;SEC16A;ZDHHC3
463,prerank,GO_Biological_Process_2021__sensory organ development (GO:0007423),0.7065412219964873,1.2162450794058028,0.09733606557377049,0.6536963781317379,1.0,21/54,16.55%,FOXC1;PAX8;MEIS2;RBP4;SOX2;ECE1;PBX1;CHD7;HIPK1;PBX2;SMCHD1;GATA3;SIX4;HIPK2;ATF6;CPAMD8;TGFB2;BLOC1S3;ADAMTS18;SHROOM2;BMPR1B
464,prerank,GO_Biological_Process_2021__regulation of execution phase of apoptosis (GO:1900117),0.771272715627717,1.2157160316152602,0.13287514318442153,0.6572320414532491,1.0,6/20,3.55%,TP53BP2;ZC3H12A;BOK;DFFA;TP53;BCL2L1
465,prerank,GO_Biological_Process_2021__positive regulation of heart rate (GO:0010460),0.7794769141130307,1.2157139081550017,0.12557077625570776,0.6556370944700637,1.0,4/17,8.86%,ADM;ATP2A2;TPM1;EDN1
466,prerank,GO_Biological_Process_2021__DNA methylation or demethylation (GO:0044728),0.769625075757577,1.2151497446956685,0.1476510067114094,0.6575928375597836,1.0,13/19,20.24%,DNMT3A;DNMT1;FOS;BAZ2A;DMAP1;KMT2E;EHMT2;EHMT1;ATF7IP;ATRX;HELLS;GATAD2A;DNMT3B
467,prerank,GO_Biological_Process_2021__DNA alkylation (GO:0006305),0.769625075757577,1.2151497446956685,0.1476510067114094,0.6575928375597836,1.0,13/19,20.24%,DNMT3A;DNMT1;FOS;BAZ2A;DMAP1;KMT2E;EHMT2;EHMT1;ATF7IP;ATRX;HELLS;GATAD2A;DNMT3B
468,prerank,GO_Biological_Process_2021__pulmonary valve morphogenesis (GO:0003184),0.7940322850951382,1.2150267826781693,0.11657142857142858,0.6571839412063376,1.0,10/16,16.51%,JAG1;NOTCH2;BMP4;SLIT2;NOTCH1;HEY1;ROBO1;TGFB2;HEY2;HEYL
469,prerank,GO_Biological_Process_2021__regulation of intracellular transport (GO:0032386),0.7311370738059945,1.2148446922384675,0.12777191129883844,0.6572940264399325,1.0,20/35,17.00%,CRYAB;WWC1;RAB11B;PTPN1;LAMP1;NDEL1;GAS1;CAPN10;REEP5;RBM4;NUP214;ATP9A;ATP13A2;GRIPAP1;DYNC1H1;RNF139;TTC21B;DNAJC30;AAAS;NUMA1
470,prerank,GO_Biological_Process_2021__regulation of epidermal cell differentiation (GO:0045604),0.746473483448721,1.2147855114424653,0.13891951488423374,0.6562026637709003,1.0,13/25,9.12%,MAFF;ERRFI1;ROCK2;SFN;MAFG;ZFP36;ZFP36L1;KDF1;CTSV;BMP4;AQP3;ROCK1;RUNX1
471,prerank,KEGG_2021_Human__Breast cancer,0.6885138329807877,1.2147608020426086,0.014028056112224449,0.6548871729041177,1.0,61/142,16.80%,JAG1;NOTCH3;CDK6;NRAS;NCOA3;IGF1R;TCF7L2;GADD45A;CCND1;TCF7L1;JUN;LRP6;CSNK1A1;MAP2K2;CTNNB1;TP53;SOS2;CDKN1A;DVL2;FOS;NOTCH2;HES1;E2F3;WNT6;TCF7;GSK3B;APC;DVL3;NOTCH1;MAP2K1;KRAS;SP1;WNT4;HEY1;SHC1;NCOA1;BRAF;RPS6KB2;MTOR;FZD7;GADD45G;FGF17;AKT2;PIK3CA;FZD5;POLK;MAPK1;FZD3;PTEN;NFKB2;DVL1;CDK4;PIK3R3;HEY2;ERBB2;FGFR1;EGFR;FRAT2;HEYL;WNT5B;E2F1
472,prerank,GO_Biological_Process_2021__intraciliary transport involved in cilium assembly (GO:0035735),0.7235150783013954,1.214584885343445,0.11064278187565858,0.6548526596216251,1.0,22/38,19.69%,HSPB11;DYNLL1;DYNLRB1;PCM1;IFT57;TNPO1;IFT22;KIF3B;IFT20;TRAF3IP1;SSX2IP;DYNLL2;IFT52;IFT43;WDR35;TTC21B;KIFAP3;IFT122;KIF3A;TTC26;DYNC2LI1;WDR19
473,prerank,GO_Biological_Process_2021__hepaticobiliary system development (GO:0061008),0.7692130356381481,1.2144677331744593,0.136,0.654354427055674,1.0,9/20,9.93%,CITED2;NIPBL;LSR;NF1;COBL;PRKCSH;WNT4;TGFBR3;MET
474,prerank,GO_Biological_Process_2021__striated muscle tissue development (GO:0014706),0.7351985838311186,1.2141836228404237,0.11695278969957082,0.6553332166722946,1.0,11/32,9.90%,RBP4;CAV1;MYL6;SVIL;SIX1;BMP7;BMPR2;MYH14;MYL6B;CFLAR;SIX4
475,prerank,GO_Biological_Process_2021__negative regulation of ubiquitin-protein transferase activity (GO:0051444),0.7873228110915955,1.2140945437126762,0.14891179839633448,0.6546066033225098,1.0,11/15,18.87%,RPL5;RPS7;RPL11;BAG5;MAD2L2;RPL23;PARK7;DTX3L;FBXO5;SMAD7;LIMK1
476,prerank,KEGG_2021_Human__Ribosome biogenesis in eukaryotes,0.6928258904955842,1.2139097125498366,0.049796747967479675,0.6547878552888442,1.0,45/79,17.01%,RRP7A;CSNK2A1;SBDS;POP5;WDR43;XRN2;NHP2;NXT1;POP7;FBL;EMG1;NOP56;TCOF1;MPHOSPH10;RAN;RIOK1;WDR3;DKC1;RCL1;GNL2;HEATR1;RPP40;NXF1;RPP25;RBM28;RPP38;CSNK2A2;AK6;WDR36;LSG1;XPO1;UTP14C;NOL6;DROSHA;NVL;UTP15;BMS1;POP1;UTP14A;GTPBP4;CSNK2B;WDR75;NOB1;XRN1;MDN1
477,prerank,GO_Biological_Process_2021__regulation of mitochondrial translation (GO:0070129),0.7635052590375613,1.2132250290077946,0.1101123595505618,0.6596148694315418,1.0,18/21,22.71%,C1QBP;TRMT10C;MALSU1;MTG2;RPUSD4;NGRN;MRPS27;UQCC2;FASTKD2;TRUB2;ALKBH1;COA3;MTG1;SHMT2;RPUSD3;TSFM;NSUN3;RCC1L
478,prerank,GO_Biological_Process_2021__regulation of actin filament bundle assembly (GO:0032231),0.7403988043734157,1.2131641552911163,0.14285714285714285,0.6586362429050644,1.0,12/25,15.19%,RDX;CDC42;ROCK2;ACTG1;PFN1;RAC1;PTGER4;SLC9A1;ROCK1;CX3CL1;TSC1;ALMS1
479,prerank,GO_Biological_Process_2021__negative regulation of proteasomal protein catabolic process (GO:1901799),0.7316226681593655,1.2130817596891066,0.11739594450373532,0.6578684068333387,1.0,20/35,15.25%,GIPC1;RPL11;TAF9;DDRGK1;PSMF1;N4BP1;BAG6;OGT;WAC;RYBP;BAG5;UCHL5;F8A1;UBXN1;PARK7;TLK2;CAMLG;USP7;CCAR2;EIF3H
480,prerank,GO_Biological_Process_2021__protein transmembrane import into intracellular organelle (GO:0044743),0.7354916373581509,1.212922007436907,0.12035010940919037,0.6578605250514425,1.0,18/32,17.34%,TIMM44;TOMM20;ROMO1;TIMM17A;PEX10;TOMM40;PEX14;TIMM23;TIMM50;TIMM23B;TIMM17B;GRPEL2;PEX5;PEX2;PEX26;TOMM70;PAM16;AIFM1
481,prerank,GO_Biological_Process_2021__DNA integrity checkpoint signaling (GO:0031570),0.7217788205990077,1.2128861374555373,0.12208067940552017,0.6566407836284656,1.0,23/37,20.77%,RAD1;CDC5L;CLOCK;NBN;HUS1;PRPF19;DOT1L;TIMELESS;TIPRL;TP53BP1;CEP63;RHNO1;USP28;E2F1;ATM;INTS7;HINFP;ERCC6;RAD17;CDC6;DONSON;CLSPN;CHEK1
482,prerank,GO_Biological_Process_2021__negative regulation of microtubule depolymerization (GO:0007026),0.7683444871692061,1.212883289954875,0.14237668161434977,0.6550975320360216,1.0,11/20,12.07%,CIB1;CAMSAP2;TAOK1;FGF13;ARHGEF2;CAMSAP3;APC;CAMSAP1;NAV3;TPX2;ATXN7
483,prerank,GO_Biological_Process_2021__regulation of muscle cell differentiation (GO:0051147),0.7388500541543556,1.212788766466047,0.10423452768729642,0.6543594392159375,1.0,16/33,15.47%,IGF2;CDH2;MEF2A;CDC42;CTNNB1;CTNNA1;SUPT6H;SPAG9;SRF;RBM4;ZBED6;BNIP2;PTBP1;MAPK14;CDK9;ID2
484,prerank,GO_Biological_Process_2021__negative regulation of phosphatase activity (GO:0010923),0.7442702532034803,1.2127247277003317,0.1303395399780942,0.6534398928686413,1.0,13/26,14.67%,GPATCH2;BOD1;PPP1R15A;URI1;PPP1R35;GSK3B;CRY2;TIPRL;ZCCHC9;BOD1L1;CHP1;PPP1R11;TGFB2
485,prerank,GO_Biological_Process_2021__positive regulation of viral process (GO:0048524),0.6977171678898673,1.2126770524843247,0.09221311475409837,0.6523752098648251,1.0,37/62,13.08%,POLR2A;PKN2;NELFCD;CNOT7;KPNA6;DHX9;PABPC1;VAPB;STAU1;RAD23A;SRPK1;DDB1;POLR2K;POLR2C;HACD3;SRPK2;NELFA;NELFE;CCNT1;POLR2D;ADAR;POLR2J;TYRO3;DDX3X;LARP1;POLR2I;PPIE;TMEM39A;GTF2F1;POLR2L;SUPT5H;PDE12;POLR2G;CTDP1;TBC1D20;TARBP2;RSF1
486,prerank,GO_Biological_Process_2021__mitotic spindle organization (GO:0007052),0.6867279883077991,1.2123853853040618,0.021,0.653645575187608,1.0,75/149,17.95%,PLK2;PAFAH1B1;DYNLL1;PPP1CC;RAB11A;MAPRE1;SBDS;B9D2;KPNB1;AHCTF1;MIS12;NUP107;CLIP1;DCTN2;RPS27;CENPF;MZT1;RAN;EML4;NDEL1;KIF2A;RCC2;MAD1L1;RCC1;TAOK1;RANBP2;KIF3B;FLNA;SMC1A;ZNF207;STAG1;STAG2;SMC3;SEH1L;NUDC;DYNC1I2;DYNLL2;OFD1;PMF1;MECP2;XPO1;CCNB1;CENPL;PRC1;NUP133;TNKS;TPX2;MISP;DYNC1LI2;SPAST;CENPH;CKAP5;RANGAP1;CDC20;NSL1;DYNC1H1;LSM14A;ITGB3BP;CENPU;NDE1;CENPN;NUP160;EML1;WRAP73;TBCE;NUP98;AURKB;NUP37;RMDN1;PCNT;AAAS;KIF23;KIFC1;VCP;GPSM2
487,prerank,GO_Biological_Process_2021__mitotic sister chromatid cohesion (GO:0007064),0.7945670796856594,1.212373962972718,0.12572087658592848,0.6521995295053983,1.0,7/15,10.14%,NIPBL;BOD1;POGZ;SMC1A;RAD21;PDS5B;PDS5A
488,prerank,GO_Biological_Process_2021__negative regulation of nucleic acid-templated transcription (GO:1903507),0.6754840795344058,1.2122507757011698,0.0,0.6518432880247358,1.0,220/454,16.98%,ELF3;CALCA;HMGA2;TAF7;HMGA1;CRYAB;ATXN1;SPEN;ZNF706;CITED2;SMARCA4;CALR;BHLHE41;LHX1;BRD7;SOX9;CNOT7;SET;ILF3;BCLAF1;PTPRK;NIPBL;YAF2;TFAP2A;HDAC1;TRIM33;PHB2;TCF7L2;YWHAQ;KLF10;KHDRBS1;PER1;DDIT3;SFPQ;JUN;GAS6;FOXO1;TNF;JARID2;ID4;TLE1;FOXK1;NONO;FOXP1;ZNF217;SOX13;COMMD7;ZNF281;CTNNB1;CTBP2;CENPF;RCOR1;TRIM28;ATF5;TP53;PA2G4;SUDS3;WT1;SMAD2;CDKN2A;ZNF148;NACC1;GMNN;GATA6;NR2F2;NR3C1;RCOR3;POU2F1;MYBBP1A;KMT5A;PER2;ATP8B1;ZNF703;TSC22D4;PRAME;AHR;NCOR1;EPC1;CLOCK;ING4;KDM1A;SFRP1;SMARCC2;HES1;BCL7A;PDCD4;CBX5;MBD1;MESP1;NAB1;CIR1;BMP7;FOXD1;BMP4;ZNF350;KAT6A;ZIC2;CBX3;ZNF91;ZNF24;DMAP1;DACH1;LBH;CBFA2T2;INPP5K;NOTCH1;CRY1;SALL1;PHC2;ZNF12;BTRC;CTBP1;HDAC3;RLIM;WNT4;RBM15;HMBOX1;SIN3A;PRICKLE1;SIRT1;KCTD1;FBXW11;BCOR;PHF10;SNW1;KAT5;BRMS1;PLCB1;HDAC5;HMGB2;ZNF503;RPS6KA5;ZMYND15;PEX14;CRY2;NR1H2;IRF1;TIMELESS;VDR;ID3;HDAC2;EHMT1;HEY1;KDM4A;GATA3;KDM5C;ZBED6;MECP2;SHC1;SIX4;NR1D2;ZFPM2;SUV39H2;XRCC5;CTCF;RELA;PHF12;NFIL3;SP3;MBD2;ZNF282;LANCL2;USP47;PPARD;ZHX2;HIC2;COPS2;ZC3H8;RING1;GLI3;LIMS1;SMAD4;MDM2;RUNX2;TRAF6;NKAP;CREBZF;RSF1;DEDD2;DAB2IP;RARA;BCL3;PRMT6;PIAS4;ZBTB33;ZNF653;ZHX3;ELK3;DPF2;CCAR2;BAHD1;ZNF256;EZH2;KAT7;GCFC2;SBNO2;HEY2;MTA3;CIPC;IKZF4;CDKN1B;ID2;ATF7IP;UIMC1;RBAK;HEXIM1;TNFRSF4;IKZF1;NKRF;RBM15B;SAMD1;ZBTB7A;WWP1;HEYL;SPI1;RBFOX2;E2F1;EED;PFDN5;ZNF568
489,prerank,GO_Biological_Process_2021__negative regulation of GTPase activity (GO:0034260),0.7600840086534132,1.2122367414520947,0.14065934065934066,0.6504359749887897,1.0,9/22,9.33%,RDX;TMED2;F11R;ARFGEF1;SH3BP4;RCC2;LRCH1;WNK1;RASA4
490,prerank,GO_Biological_Process_2021__regulation of nucleic acid-templated transcription (GO:1903506),0.6782188833278868,1.212003625886921,0.0,0.6509626640049587,1.0,199/414,18.76%,FOXC1;IGF2;MTF2;HMGA2;HMGA1;SRSF10;RPL6;POLR2A;ATXN1;BTG1;CHD3;MLF1;CALR;WWC1;MLF2;ZNF274;YAF2;CRABP2;SOX4;GPBP1;ING2;ZNF562;TCF7L1;DDIT3;SFPQ;CEBPB;SBNO1;HES6;CTR9;NONO;CASZ1;PPP2CA;RREB1;ZNF217;NFATC2;SOX13;RALY;SOX2;NUP107;ZNF281;HIF1A;ACTN4;INSR;ZFHX3;ATF5;TP53;GON4L;WT1;ZNF146;GPBP1L1;ATF7;HINT1;HP1BP3;NR3C1;PPP2R1A;CHD7;MYBBP1A;DNM2;DVL2;SIX1;ZNF703;AHR;ZNF22;CLOCK;ZNF431;ZNF430;ZNF268;ZNF37A;CELSR2;ZFPL1;ZNF516;NFYC;UBE2V1;SPIN1;ZBTB11;PRDM2;NAB1;ZNF714;PRRX2;CDK11B;BAZ2A;TCF7;ZNF350;CARM1;SPTY2D1;ZNF664;TAF5L;TGIF2;WWTR1;ZNF395;NOTCH1;CXXC1;NAB2;MITF;ZNF195;SP1;ZNF212;CREBBP;ACVR1B;RYBP;GLRX2;DRAP1;RPS6KA5;RNF14;PLAG1;AKAP17A;PPIE;ZNF117;REXO4;SRRT;NR1D2;NSD1;ZNF143;CREM;RELA;PHF12;TULP3;ASCC2;PCGF1;GTF2IRD1;FZD7;NFIL3;SP3;HNRNPD;ZNF282;ZNF92;NFYA;EP300;DENND4A;MYCBP;WTIP;MYBL2;COPS2;ZNF33A;DMTF1;ZNF678;ATF2;NFX1;TRRAP;NFIA;KMT2D;ZNF398;TEAD2;RUNX3;WWC2;NFKB2;ZNF263;ZNF653;SSBP2;DVL1;CCAR2;NCOA2;APBB3;EZH2;KAT7;GCFC2;HCFC1;SBNO2;ZNF626;NLK;ERC1;IGSF1;ZNF100;SAP30;VHL;BACH1;RBAK;ZNF506;WWC3;YY1AP1;ZNF280B;MED23;SPI1;RPS6KA4;E2F1;ESRRA;ZSCAN26;PFDN5;SAP30L;IRF2;ATRX;TGFBR1;ZMIZ1;ATXN1L;ZBTB4;FADS1;NUP35;TCFL5;DAPK3;ZNF680;ZNF675;NFYB;RFX3;TRIP4;ZNF502;HINFP;CCAR1;ARNTL;THAP1
491,prerank,GO_Biological_Process_2021__histone modification (GO:0016570),0.6909666071090032,1.2118825671553768,0.031093279839518557,0.6506532373639538,1.0,54/110,15.87%,HDAC1;UBE2B;USP22;UBE2N;USP3;RCOR1;SUDS3;RCOR3;BAZ1B;EYA3;TAF10;PHF20;CTCFL;MIER1;MAP3K12;BAZ2A;RBM14;KAT6A;MORF4L2;CARM1;TBL1XR1;EYA4;MRGBP;CREBBP;SIN3A;SIRT1;KAT5;BRMS1;HDAC5;EHMT2;RPS6KA5;HDAC2;EHMT1;KDM4A;PHF20L1;CDK2;NSD1;USP36;MTA1;EP300;CPA4;ATXN7;TRRAP;SIN3B;PARK7;PRMT6;UFL1;MIER3;ENY2;EZH2;NAA50;MTA3;BRD8;AURKB
492,prerank,KEGG_2021_Human__Arginine biosynthesis,0.7652459319496628,1.2113891093797362,0.1235827664399093,0.6538490886041491,1.0,6/21,14.11%,GLUL;GLUD1;GLS;ASS1;ARG2;GOT2
493,prerank,GO_Biological_Process_2021__response to glucose (GO:0009749),0.7094085019539575,1.2113315228886221,0.11449579831932773,0.6528673586585121,1.0,17/46,15.43%,IRS2;IGF1R;TCF7L2;SOX4;VAMP2;GAS6;TRA2B;PRKAA2;PRKAA1;EIF2B2;RACK1;EIF2B4;EIF2B1;ZNF236;EIF2B3;PRKACA;NKX6-1
494,prerank,GO_Biological_Process_2021__protein-DNA complex disassembly (GO:0032986),0.7726861412947493,1.211074230319252,0.13926940639269406,0.6537334762767678,1.0,10/18,9.77%,HMGA1;ARID2;SMARCA4;SET;ARID1A;SMARCD1;SMARCC2;GRWD1;SMARCC1;RPL23
495,prerank,KEGG_2021_Human__Proximal tubule bicarbonate reclamation,0.7539224832435703,1.2110109029267635,0.15607580824972128,0.6528112980831255,1.0,4/22,2.69%,ATP1A1;ATP1B1;GLUD1;GLS
496,prerank,KEGG_2021_Human__Lysine degradation,0.7040236172796465,1.2109724807553726,0.08682328907048008,0.651731730138032,1.0,28/60,15.44%,PLOD2;KMT2A;SETD7;KMT2C;ASH1L;KMT5B;KMT5A;PRDM2;SMYD2;DLST;KMT2E;DOT1L;EHMT2;SETD1B;EHMT1;NSD1;SUV39H2;SETD2;ECHS1;ALDH9A1;PHYKPL;SETDB1;KMT2D;KMT2B;ALDH7A1;EZH2;KMT5C;HADHA
497,prerank,KEGG_2021_Human__Endometrial cancer,0.7048203537015361,1.2108662101919647,0.07556935817805382,0.6511840449635328,1.0,30/58,15.79%,FOXO3;NRAS;TCF7L2;GADD45A;CCND1;TCF7L1;CDH1;MAP2K2;CTNNB1;TP53;SOS2;CDKN1A;CTNNA1;TCF7;GSK3B;APC;MAP2K1;KRAS;BRAF;GADD45G;PDPK1;AKT2;PIK3CA;POLK;MAPK1;PTEN;PIK3R3;ELK1;ERBB2;EGFR
498,prerank,GO_Biological_Process_2021__N-terminal protein amino acid acetylation (GO:0006474),0.7935436585599043,1.210727681809387,0.14585764294049008,0.6509311874930147,1.0,10/15,14.76%,NAA25;NAA20;NAA15;CREBBP;NAA30;NAA35;EP300;NAA60;NAA16;NAA50
499,prerank,GO_Biological_Process_2021__regulation of cellular amino acid metabolic process (GO:0006521),-0.4718579438242914,-1.2104740549431632,0.10256410256410256,0.6559374917229506,1.0,25/52,4.50%,PSME2;PSME1;PSMB1;PSMB5;PSMB8;OAZ1;PSMB3;PSMD2;PSMB9;PSMA4;PSMA2;PSMD13;PSMD7;PSMC3;PSMC1;BCKDK;PPM1K;PSMB10;PSMC2;PSMA1;PSMA6;PSMD3;PSMD14;PSMC5;PSMD6
500,prerank,GO_Biological_Process_2021__Notch signaling pathway (GO:0007219),0.7065270659478639,1.2101629163384382,0.08868501529051988,0.6547061148825251,1.0,29/59,15.09%,JAG1;GMDS;NOTCH3;ADAM17;WWC1;ITCH;PBX1;NOTCH2;HES1;PLXND1;NOTCH1;STAT1;MAML3;CREBBP;SNW1;NRARP;HEY1;TRAF7;PSEN1;ADAM10;NCSTN;EP300;SNAI1;NLE1;MIB1;MAML2;DTX3L;HEY2;MAML1
501,prerank,GO_Biological_Process_2021__extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192),0.760645275049889,1.2100920586610837,0.11842105263157894,0.6539027551281299,1.0,14/21,17.83%,MCL1;BOK;ITGAV;BCL2L1;ERBB3;GSK3B;GSK3A;CASP3;MOAP1;CASP2;APPL1;BCL2;BCL2A1;CASP9
502,prerank,GO_Biological_Process_2021__mitochondrial gene expression (GO:0140053),0.716191497572725,1.2099530772122358,0.12961011591148577,0.6537827297003109,1.0,24/40,16.15%,FOXO3;MRPL51;SLC25A33;MRPS11;MRPS15;GATC;TFB2M;IARS2;TFAM;FASTKD5;MRPS2;NDUFA7;MRPS14;MRPS18B;MRPS18A;MRPS12;MRPS16;MRPS17;PTCD3;TEFM;FASTKD2;MRPL2;MRPS34;MRPS7
503,prerank,GO_Biological_Process_2021__chemical homeostasis (GO:0048878),0.7011011358675994,1.2097459176132601,0.08565531475748193,0.6542358514945301,1.0,13/59,11.67%,IRS2;PNPLA8;RBP1;NEDD4L;USF2;WNK2;DDX3X;VGF;WNK1;FBXW7;NR1D2;ATP13A2;SLC4A11
504,prerank,GO_Biological_Process_2021__ATP-dependent chromatin remodeling (GO:0043044),0.7158885215604543,1.2095651363231281,0.10609243697478991,0.654413591576827,1.0,25/42,18.78%,CHD3;SMARCA4;ACTB;HDAC1;CHD4;ARID1A;RBBP4;ARID1B;SMARCC2;GATAD2B;SPTY2D1;DMAP1;NASP;SMARCC1;HDAC2;MBD2;SMARCA5;ACTR6;INO80;CECR2;SMARCD2;SMARCE1;VPS72;ERCC6;MTA2
505,prerank,"GO_Biological_Process_2021__DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.6977279037629128,1.2090513088515107,0.06903553299492386,0.6578563957636199,1.0,44/74,17.41%,PLK2;MYO6;MDM4;PLK3;CNOT2;CNOT7;RPL26;SOX4;GADD45A;TNKS1BP1;TRIAP1;SFN;BTG2;TP53;CDKN1A;CNOT4;CNOT1;ING4;RGCC;SESN2;NBN;CARM1;CNOT3;CNOT11;KAT5;CASP2;CNOT9;CCNB1;HIPK2;CNOT8;EP300;CNOT6;MDM2;RBL2;BCL3;CRADD;ZNF385A;NDRG1;CDKN1B;E2F1;ATM;ATRX;PCNA;TFDP1
506,prerank,GO_Biological_Process_2021__phosphatidylcholine biosynthetic process (GO:0006656),0.7259852344246169,1.208985022235626,0.13426423200859292,0.6570349146631341,1.0,20/32,21.17%,SLC44A2;CSNK2A1;STARD7;CHKA;CSNK2A2;LPCAT1;ABHD3;CHPT1;APOA1;SLC44A1;GPAT4;CSNK2B;MFSD2A;PEMT;LPCAT3;ACHE;LPIN1;SLC44A5;LPIN2;CEPT1
507,prerank,GO_Biological_Process_2021__regulation of peptidyl-threonine phosphorylation (GO:0010799),0.712119210472424,1.2087559690721856,0.13291139240506328,0.6575656678613359,1.0,15/39,12.40%,RIPK2;CHI3L1;SPRY2;TNKS1BP1;CAB39;PRKAG2;EIF4G1;SPRED2;PARD3;CALM3;BMP7;INPP5K;CALM1;SPHK1;MAPK1
508,prerank,KEGG_2021_Human__RNA degradation,0.6996359672916297,1.208603498323616,0.05204081632653061,0.6575478403758952,1.0,46/74,19.05%,CNOT2;BTG1;CNOT7;XRN2;BTG2;LSM4;PABPC1;CNOT4;DDX6;CNOT1;LSM6;LSM2;EXOSC6;PATL1;PABPC4;CNOT3;PAN3;DCP2;LSM7;ZCCHC7;LSM8;EXOSC10;CNOT9;CNOT8;TTC37;CNOT6;WDR61;EXOSC5;PAN2;TOB2;ENO3;SKIV2L;PABPC1L;EXOSC1;PNPT1;DIS3;EXOSC3;PFKM;XRN1;EXOSC2;DHX36;TOB1;NUDT16;PARN;DCPS;MPHOSPH6
509,prerank,GO_Biological_Process_2021__regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),0.685724224213626,1.2084546611269977,0.07497467071935157,0.6573927403004265,1.0,38/81,16.51%,ADAM17;ACTB;CCNYL1;GADD45A;CCND1;CDC37;IPO5;CDKN2A;CDKN1A;NR2F2;CCNK;SERTAD1;IPO7;CDK7;MNAT1;RGCC;CDKN2B;CCNT1;CCNG1;APC;CCNT2;CDKN3;CCNB1;CCNH;CDKN2D;GTF2H1;CDK5RAP1;LATS1;PTEN;CNPPD1;CCNO;PSRC1;GTPBP4;CDKN1B;HEXIM1;EGFR;CCNY;CCNJ
510,prerank,"GO_Biological_Process_2021__regulation of gene expression, epigenetic (GO:0040029)",0.6937410399394878,1.2084004392921113,0.0849539406345957,0.6564050059682758,1.0,40/72,14.27%,IGF2;MTF2;TFAP2C;ACTB;TDG;JARID2;MYO1C;RBBP4;DNMT3A;DNMT1;BAZ1B;MYBBP1A;ZNF335;SF3B1;EPC1;POLR2K;CTCFL;PPHLN1;DDX21;TRIM27;SUZ12;POLR1C;MORC2;BMI1;GLMN;DEK;SPHK2;HDAC5;MECP2;CTCF;MTA1;RBBP7;TAF1D;EP300;POLR2L;SMARCA5;TAF1B;CREBZF;KDM1B;EZH2
511,prerank,GO_Biological_Process_2021__regulation of cell development (GO:0060284),0.7181579518762131,1.2082459846399354,0.12327311370882041,0.6565067736977743,1.0,15/39,10.53%,BHLHE41;FOXO1;YTHDF2;HES6;RHEB;GRN;CTNNB1;HES2;PER2;CLOCK;NOTCH2;HES1;HMGB2;HEY1;CX3CL1
512,prerank,GO_Biological_Process_2021__regulation of mitotic spindle organization (GO:0060236),0.7252309492557194,1.2079474802118628,0.11627906976744186,0.6577413937462314,1.0,18/35,14.01%,HNRNPU;VPS4B;CHMP1B;CHMP4C;RAE1;CHMP4B;CHMP3;NUP62;TPR;CCSAP;CLTC;CHMP2A;TPX2;GNAI1;DYNC1H1;HSPA1B;CEP97;PSRC1
513,prerank,GO_Biological_Process_2021__positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),0.7567714417158902,1.2075446456259333,0.12111111111111111,0.6598883464335626,1.0,15/24,13.39%,CHD6;ATF3;DDIT3;CEBPB;HIF1A;HSPA5;TP53;ATF6B;SESN2;NFE2L2;NOTCH1;ATF6;GCN1;MAPK7;HSF1
514,prerank,GO_Biological_Process_2021__regulation of hydrolase activity (GO:0051336),0.6878993757504366,1.2075318883010082,0.09053916581892167,0.6585467225992649,1.0,34/71,14.39%,EFNA5;PAFAH1B1;RDX;TDG;CRK;STMN3;CAV1;NF1;PTK2;ITGB1BP1;RALBP1;RAB3GAP1;PLXNB2;NGEF;RAB3GAP2;FGD6;EPHA1;PLXND1;FGD4;EPHB3;FBXW11;ARHGAP12;TBC1D15;RABGAP1;GPR137B;ARHGAP27;EPHA4;SIPA1L1;WRN;PLXNA2;PLXNB1;DAB2IP;APOA1;PLXNA3
515,prerank,GO_Biological_Process_2021__rRNA methylation (GO:0031167),0.7578701149113002,1.2073055491194344,0.1367713004484305,0.6592615069719259,1.0,18/21,23.75%,METTL16;NOP2;FBL;EMG1;NSUN4;TFB2M;MRM3;DIMT1;MRM2;METTL5;METTL15;MTERF4;NSUN5;FDXACB1;NSUN3;TFB1M;FTSJ3;ZCCHC4
