,mean_expression
GALNT10,0.03401609084010299
SAP30L-AS1,0.0
RN7SL655P,0.00022166024219998228
SAP30L,0.0414889687569274
HAND1,0.004058561818349568
CTB-158E9.2,0.0
CIR1P1,0.0003573141954794308
LARP1,0.21414942298663275
RN7SL803P,0.000926109869604577
CTC-209L16.1,0.0009180420726620127
FAXDC2,0.02007471976805488
Metazoa-SRP.45,0.0012834243052641527
CNOT8,0.12080184804999727
GEMIN5,0.027902137911989932
MRPL22,0.4390691811736819
KIF4B,0.00026684389253028824
CTB-95D12.1,0.0009516814098230066
SGCD,0.02549971988996572
PPP1R2P3,0.0010351649208417395
TIMD4,0.0007779855473982912
HAVCR1,0.00040142502638020305
HAVCR2,0.05818546152955814
MED7,0.05833321079635582
ITK,0.07050611703606686
CYFIP2,0.048502115887278145
FNDC9,0.0
CTB-109A12.1,0.0
CTB-47B11.3,0.004591037330085959
ADAM19,0.04608267568319882
CTB-47B11.1,0.0
NIPAL4,0.030305684740175184
AC106801.1,0.0008898402527736365
SOX30,0.0010827223422520983
THG1L,0.06807667791919728
LSM11,0.008383102177291725
CLINT1,0.2533632987312547
RNU6-260P,0.0
CTB-47B8.1,0.04243618231733527
RNU2-48P,0.0
RP11-524N5.1,0.0
EBF1,0.006902448676146306
RP11-175K6.1,0.0
RP11-175K6.2,0.003808301754639034
RNF145,0.7044489082465969
CTB-11I22.1,0.0017925368360028984
CTB-11I22.2,0.00044581880898594156
SNORA68,0.0
UBLCP1,0.09349994901123529
AC008697.1,0.000587199026362951
IL12B,0.0004713308717731373
CTB-76P12.1,0.0
AC008691.1,0.0
AC011343.1,0.0004994895153514337
ADRA1B,0.0005162492661730584
GAPDHP40,0.006761071186034595
TTC1,0.2198380693317938
AC068657.2,0.0018354822272797409
PWWP2A,0.09005459314852046
FABP6,0.05565681724383793
CTB-127C13.1,0.00033200358700957017
RP11-34P1.1,0.0006094099309791252
CCNJL,0.0053177060381632895
RP11-34P1.2,0.0050119963542740315
RP11-34P1.4,0.0002596439334293922
C1QTNF2,0.026370535563892038
ZBED8,0.0035954145030054766
SLU7,0.3041052561158232
PTTG1,0.20468500991356012
MIR3142HG,0.011713838786015809
ATP10B,0.0034882386904390517
CTC-529G1.1,0.0
RP11-109J4.1,0.004088354237429175
GABRB2,0.010890293363709972
GABRA1,0.0023392707941605807
LINC01202,0.0
GABRG2,0.0004159461773043949
RP11-167P20.1,0.0
RP11-541P9.3,0.000344215238642669
CCNG1,0.2535472311356821
NUDCD2,0.22553142559961176
HMMR,0.017483884030162808
MAT2B,0.09267703678293539
RP11-756G12.1,0.0007485094802444039
CTC-340A15.2,0.00031163293586464457
CTC-340A15.1,0.0003293836565371448
CTC-425K20.1,0.0
RPL7P20,0.0015888224711227213
CTB-63M22.1,0.05922772005249195
TENM2,0.0014167860734132798
CTB-78F1.1,0.0003247212825358421
CTB-105N12.2,0.0
CTB-178M22.2,0.0030096198379693942
WWC1,0.07245772841791519
RARS,0.15130339209456406
FBLL1,0.0010304353140236325
PANK3,0.08104605804843862
CTC-575D19.1,0.10083460913979608
SLIT3,0.045178330664310457
CTC-558O2.1,0.0
CTB-174D11.3,0.0034875288650055595
CTB-174D11.1,0.0
SPDL1,0.039368711231193294
DOCK2,0.019425058849997904
FAM196B,0.004112790787413156
FOXI1,0.0004471522068995342
KRT18P41,0.0
LINC01187,0.0
C5orf58,0.0
LCP2,0.10446161261492488
CTB-114C7.4,0.000997056494357649
LINC01366,0.00018552623863567
KCNIP1,0.01431430749087058
KCNMB1,0.00875546467366968
CTD-2270F17.1,0.0
GABRP,0.0025201103271933014
RANBP17,0.025995072481777466
CTC-455F18.3,0.0
RP11-546B8.3,0.0006203224375026906
TLX3,0.0
RP11-546B8.1,0.0
RP11-546B8.5,0.011616057596491869
NPM1,2.033722452227486
FGF18,0.0900881719953634
FBXW11,0.10107599068395495
STK10,0.1087233747474484
EFCAB9,0.0004639635374812483
UBTD2,0.16184975823677858
KLF3P1,0.009421626937923607
SH3PXD2B,0.07849380415498161
NEURL1B,0.003189600774543943
CTB-79E8.3,0.007787217094907857
CTB-79E8.2,0.0
RP11-779O18.2,0.0006944863176338075
RP11-779O18.3,0.00028647968359669706
DUSP1,0.6178615814761952
RP11-536N17.1,0.0
ERGIC1,0.21025881531490606
CTC-308K20.1,0.004489151196273935
CTC-308K20.2,0.0
RPL26L1,0.26408495534692666
CTC-308K20.3,0.000799014371047628
ATP6V0E1,0.9323245738255312
SNORA74B,0.0
CREBRF,0.2235163206080207
CTC-209H22.3,0.0009749094868602096
BNIP1,0.07087908969767555
RPL7AP33,0.0
NKX2-5,0.0020888898417385274
STC2,0.05645973084362547
BOD1,0.21749004923536266
LINC01484,0.0032650404589336175
LINC01485,0.0016316092037558213
CPEB4,0.09145307866979785
C5orf47,0.0016977806321203355
HMP19,0.0005487788273093515
LINC01411,0.0002864279665085664
GAPDHP71,0.0
MSX2,0.00655098503810132
CTD-2532K18.2,0.0003182619370195324
DRD1,0.0
SFXN1,0.1357115969172555
HRH2,0.00739237031179661
CPLX2,0.0
RP11-91H12.1,0.00029723037954919253
THOC3,0.028497057915125742
FAM153B,0.020470253166630707
RP11-844P9.5,0.002732071867244285
RP11-844P9.6,0.00020325976674295598
SIMC1,0.032551764211229586
BRCC3P1,0.0018102239087771487
KIAA1191,0.16339699948311479
ARL10,0.013004486438664814
NOP16,0.34028274836029376
HIGD2A,0.8242502571683405
CLTB,0.5874445678533979
FAF2,0.14017940275538113
RNF44,0.04343324770672671
CDHR2,0.0002084216841626292
GPRIN1,0.002601810438206537
SNCB,0.0003176187873591092
EIF4E1B,0.0004997068334447966
TSPAN17,0.1176565141876071
LINC01574,0.0
UNC5A,0.00393490580046925
HK3,0.000386644455186841
UIMC1,0.09292052630651268
ZNF346,0.024935334182199165
ZNF346-IT1,0.003720346882254748
FGFR4,0.0033340414099914777
NSD1,0.20018579022193628
CTD-2301A4.3,0.014800711339418791
PRMT1P1,0.00023843386987238959
RAB24,0.010954314246776854
MXD3,0.02684728860277422
PRELID1,1.0755144725725616
LMAN2,0.6357092810766618
RGS14,0.049963891707841435
PFN3,0.00020981789568727947
F12,0.019557441106540164
GRK6,0.10090827091174039
PRR7-AS1,0.008781680872181442
PRR7,0.15524869943364503
DBN1,0.1263101355699891
RP11-1334A24.5,0.0020596655122065337
PDLIM7,0.25234114653155837
DOK3,0.01452902963117688
DDX41,0.14755706339819774
FAM193B,0.02646327847061596
RP11-1277A3.3,0.00045986070811213444
TMED9,0.9528008791103285
B4GALT7,0.11447635130994724
RP11-1277A3.1,0.0019113055126199585
RP11-1277A3.2,0.001717924277676373
FAM153A,0.0027520359434126795
RP11-1026M7.2,0.0
RP11-423H2.1,0.11103888863340937
RP11-1252I4.2,0.0
RP11-423H2.3,0.004011403272091899
RP11-423H2.4,0.0
SUDS3P1,0.0004890966658184203
FAM153C,0.0021226869562278976
RP11-889L3.1,0.10275458897855397
N4BP3,0.030390461066471672
RMND5B,0.05676584313103375
NHP2,0.5963276773198866
RP11-889L3.4,0.0021473521952939784
GMCL1P1,0.0
HNRNPAB,0.5306455198686639
PHYKPL,0.11255477767397938
COL23A1,0.014862138993268275
CLK4,0.09595520808398934
ZNF354A,0.06646813074352259
AACSP1,0.0010018209011693785
ZNF354B,0.03692266361811441
ZFP2,0.0020024606834582685
PIGFP1,0.0002095808406899481
RP11-281O15.8,0.0
ZNF454,0.0025520592075939223
RP11-281O15.4,0.0
GRM6,0.002942839700642335
ZNF879,0.008777961463863304
ZNF354C,0.0055672182309042
RP11-281O15.7,0.00031657887008486037
ADAMTS2,0.06911450254136102
RP11-443C10.1,0.0008547018336344042
RP11-798K23.4,0.0
RP11-798K23.5,0.0
RUFY1,0.05215889990612721
RP11-1379J22.2,0.0010627278797918334
HNRNPH1,0.5075536009557753
Metazoa-SRP.46,0.0
C5orf60,0.00047342118206693403
RP11-1379J22.5,0.0018412017020714689
CBY3,0.00022732496658793406
CANX,0.5029419662652443
HMGB3P22,0.00045259471329768227
MAML1,0.05595817714242961
LTC4S,0.02818695650078303
MGAT4B,0.08550765389476342
SQSTM1,1.2483163129704327
C5orf45,0.05423283492326886
RN7SKP150,0.0008236967444834162
CTC-241N9.1,0.011660284609677121
TBC1D9B,0.07115995296556236
RNF130,0.18326727914666957
RPS15AP18,0.0002705165409395463
CTC-563A5.4,0.0003447201507272463
RP11-39H3.2,0.0
RP11-39H3.1,0.0023254647928411683
RASGEF1C,0.0
RP11-252I14.1,0.007214475691904298
MAPK9,0.03422646180146803
RP11-252I14.2,0.0
CTB-129O4.1,0.0011758724183938197
GFPT2,0.11043384181773173
CTC-573N18.1,0.0030462840839248478
CNOT6,0.04713871123644351
SCGB3A1,0.005258235787992251
FLT4,0.001206882646907275
MGAT1,0.49029323068278946
CTC-205M6.1,0.010885583578737347
HEIH,0.07856798827648039
LINC00847,0.030622073907023532
ZFP62,0.033271004270794054
BTNL8,0.0020623659787147456
BTNL3,0.0
BTNL9,0.007160346936470988
CTB-14A14.1,0.0
CTB-14A14.2,0.0
CTC-338M12.2,0.0
CTC-338M12.5,0.007511062861852555
TRIM7,0.0031521843074704442
CTC-338M12.6,0.00017277218105543206
TRIM41,0.08200692539803182
CTC-338M12.7,0.0
RACK1,2.6742719049407326
CTC-338M12.4,0.028645404124952638
TRIM52,0.036505638562133166
TRIM52-AS1,0.08159648152279358
CTC-338M12.9,0.0004930604093670407
AC138035.2,0.0
DUSP22,0.08569929266319709
IRF4,0.04607402944354471
EXOC2,0.03983938511570045
HUS1B,0.022053570307385317
RP11-532F6.2,0.0030020823502307815
RP11-532F6.3,0.0021683964959355964
RP11-532F6.4,0.0
RP11-532F6.5,0.00018235280933689857
RP11-284J1.1,0.0
RP5-856G1.2,0.00020981789568727947
FOXQ1,0.016422654903065274
RP4-668J24.2,0.0006337843755972303
FOXF2,0.005298560734178118
RN7SL352P,0.0
RP11-157J24.1,0.00043461574349713887
RP11-157J24.2,0.001503232072712329
FOXCUT,0.0
FOXC1,0.048791929768418736
GMDS,0.09121124459586846
GMDS-AS1,0.01575505687261569
HMGN2P28,0.0
RP1-136B1.1,0.0
LINC01600,0.0
MYLK4,0.0002867809462709125
WRNIP1,0.11065348147449872
SERPINB1,0.3073826211334714
SERPINB9P1,0.01945291435687186
SERPINB9,0.13185755573243071
SERPINB6,0.18025349182876046
LINC01011,0.006499155959598305
NQO2,0.11384708107421407
RP1-90J20.8,0.0050109524512827975
HTATSF1P2,0.0022733474272599867
FAM136BP,0.0007033432347193319
RP1-40E16.2,0.0
RIPK1,0.10218412595693625
RP1-40E16.12,0.021518622640289194
BPHL,0.048637920925282976
RP1-40E16.11,0.0001748227613397188
TUBB2A,0.4468772738637233
TUBB2B,0.040574905636177376
PSMG4,0.14972476017412767
SLC22A23,0.017098977476196934
RP11-506K6.4,0.0004621248947520026
PXDC1,0.22369130516823027
RP11-420L9.5,0.03165950820737588
RP11-420L9.2,0.0021147239018940245
FAM50B,0.031513603136310187
RP1-140K8.5,0.0018500157137276154
RP1-140K8.2,0.0008476215946254557
TDGF1P4,0.0
GLRX3P2,0.002788258726120527
RP3-406P24.4,0.000523743396545096
RP3-406P24.3,0.0002220794716782186
PRPF4B,0.30480023163829895
FAM217A,0.0
C6orf201,0.00027164018176915053
ECI2,0.12753518513807338
RP3-400B16.1,0.0005053888230579876
RNA5SP202,0.0
RP11-274H24.1,0.002860474334113894
RP4-529N6.2,0.0
RP4-529N6.1,0.0008477110962788664
PSMC1P11,0.0004626324806277563
CDYL,0.14100222568568807
RP3-430A16.1,0.0
RP11-428J1.2,0.0014009229386277738
RPP40,0.10552486195255596
RP11-428J1.5,0.004472962056323515
RP11-428J1.4,0.0012556922571873444
RP11-530A18.1,0.0006108587350113786
PPP1R3G,0.011707971152079243
LYRM4,0.34663599567319653
FARS2,0.037342575182562156
RP1-232P20.1,0.0
HNRNPA1P37,0.0002480106742855203
RP1-182O16.1,0.011214762122699487
RP3-380B8.4,0.0005826043677536576
NRN1,0.0050228777225298235
F13A1,0.011008360011853858
LY86-AS1,0.0
LY86,0.03427163266715185
RP1-80N2.3,0.0011426869462627868
RP1-80N2.2,0.0
BTF3P7,0.000694886159327862
RP3-429O6.1,0.0
RP11-556O15.1,0.00013935671888942456
RREB1,0.07247242049805995
RP11-405O10.2,0.0028914517852973993
SSR1,0.3976559238826477
RP11-69L16.4,0.00041109685890379125
CAGE1,0.0037876794842160513
RP11-69L16.3,0.0011057516728820687
RP11-69L16.5,0.11079276286922767
RIOK1,0.2121506496760934
RP11-288G3.3,0.00229179807402387
RP3-512B11.3,0.08049688223424536
DSP,0.3750169152598552
SNRNP48,0.07175807363529986
RP3-336K20--B.2,0.0
BMP6,0.0029825236774843424
TXNDC5,0.0037185525982346072
RP1-303A1.1,0.0
BLOC1S5,0.042860842692814476
EEF1E1,0.25688280443938205
RP11-203H2.2,0.0
SLC35B3,0.06797289578209559
HULC,0.00039719350156078856
RP11-314C16.1,0.0033362613680110046
OFCC1,0.0
RP3-486D24.1,0.0005687112216443005
RP11-339A7.1,0.005552533711532238
TFAP2A,0.049381745036659125
TFAP2A-AS1,0.0027519051334970453
LINC00518,0.0
MIR5689HG,0.0007698447119700299
MRPL48P1,0.0
RP1-290I10.5,0.0
GCNT2,0.018413524957613704
RP11-360O19.4,0.00019177858166251395
RP11-360O19.5,0.004053155192043126
C6orf52,0.010442243159949837
PAK1IP1,0.19367469429603953
TMEM14C,0.5752035565967947
RP11-421M1.8,0.0009953637950429056
TMEM14B,0.6451286319585039
RNA5SP203,0.0021838479297875283
MAK,0.009364452649353266
GCM2,0.0
RP11-637O19.2,0.0015357205828652168
SYCP2L,0.003953533023764597
ELOVL2,0.0033908875762226846
SMIM13,0.24476927522841063
ERVFRD-1,0.0
NEDD9,0.18305491279945058
TMEM170B,0.009823013622470634
ADTRP,0.019824986077959503
RP3-413H6.2,0.0006235800638076052
RP11-456H18.2,0.003086880652079054
HIVEP1,0.10420370415245413
EDN1,0.2843997493165931
RPL15P3,0.021836037158936304
RP11-125M16.1,0.0002148674785267708
PHACTR1,0.091879312300116
RNU1-11P,0.0004785494508303739
RP1-257A7.4,0.0012181530263477621
TBC1D7,0.06632652170903898
RP1-257A7.5,0.003506948554083582
GFOD1,0.10762570079189494
RPS4XP7,0.003544085551026389
RN7SKP204,0.0
SIRT5,0.04436609504082446
RP1-223E5.4,0.03975228133538339
NOL7,0.7421941669669766
RANBP9,0.13664465151094396
MCUR1,0.2961799088069298
RP3-500L14.2,0.0025555836036081072
RNF182,0.017786229700769332
MRPL35P1,0.0
CD83,0.2733408925946211
RP11-359N11.1,0.0009929295850347223
RP11-330A16.1,0.0
RP11-146I2.1,0.0
RP1-190J20.2,0.00018835761422638015
RP11-560J1.2,0.007661756987817409
JARID2,0.24999682836775702
JARID2-AS1,0.004286659899974508
RNU6-522P,0.0013637177260246943
RNU6-645P,0.0008782703638577329
5S-rRNA.7,0.0
DTNBP1,0.09230425133470975
ARPC3P5,0.00014446956915938332
MYLIP,0.25444644428037805
RP1-13D10.3,0.0
MRPL42P2,0.0003803193243020063
GMPR,0.05428328630675448
RP3-467D16.3,0.0038191292637083053
ATXN1,0.21239611934686436
RP1-151F17.1,0.0015642007471848448
RP1-151F17.2,0.006179793234870264
STMND1,0.0008409057227515523
RBM24,0.016982022133321534
CAP2,0.022633296136823276
RPL7P26,0.002154379083276535
FAM8A1,0.045215161591915846
NUP153,0.1363120567565669
RNU6-190P,0.0011555805911098718
RP11-500C11.3,0.04994188732229102
RNA5SP204,0.0
Y-RNA.263,0.0
KIF13A,0.07802372914031233
RP3-525L6.2,0.00014717261775614113
NHLRC1,0.0012044105550699784
TPMT,0.1708133888884785
KDM1B,0.022284243143041886
DEK,0.7677403277566534
RP11-528A10.2,0.0007788165425709983
RNF144B,0.10440583368766758
RP1-242N11.1,0.00037479111268054715
RP11-254A17.1,0.0004932199827661834
RP4-625H18.2,0.002974240438942146
RPL5P20,0.0001677331739530441
KRT18P38,0.0003651305327794376
ID4,0.2803055746786725
RP1-130G2.1,0.0
MBOAT1,0.004533530492664202
RP11-239H6.2,0.0
E2F3,0.10073429332968696
RN7SL128P,0.0
E2F3-IT1,0.005128988689291615
CDKAL1,0.05115410885147608
RP1-135L22.1,0.0001452855529264722
LINC00581,0.00035239624249143355
RP11-204E9.1,0.0006383824574750056
RP11-204E9.3,0.00025931785755224147
SOX4,0.8165448691863665
BOLA2P3,0.006806706926055247
CASC15,0.02068315381713321
NBAT1,0.000517137892146141
RP11-524C21.1,0.0
RP11-524C21.2,0.0004392288229326909
PRL,0.0003268952801757869
HDGFL1,0.0
NRSN1,0.00023317922432115675
DCDC2,0.09282563465533732
KAAG1,0.009250272491555857
MRS2,0.05815551899236745
GPLD1,0.013730154925398983
ALDH5A1,0.014727073852676582
KIAA0319,0.0005315720040684109
KRT8P43,0.0
TDP2,0.11226149646418873
ACOT13,0.07104005226554945
RP1-30M3.5,0.0023369471605873514
C6orf62,0.3215647640089175
RP1-30M3.6,0.0
RP3-369A17.4,0.0
GMNN,0.12403152629883828
C6orf229,0.0008817646670562024
FAM65B,0.04249614220404714
AL078584.1,0.0028306989286520875
PPIAP29,0.000250068083624713
RP11-367G6.3,0.019181163296577864
ASS1P1,0.0011606026337113425
CMAHP,0.018858718116066587
RP3-425P12.4,0.0
RP3-522P13.1,0.0013960309509492535
LRRC16A,0.026540010726367205
SCGN,0.00016077395526739667
HIST1H2APS1,0.0
SLC17A4,0.000627838085342638
SLC17A3,0.0
TRIM38,0.17650370241796187
U91328.19,0.009616202907944517
U91328.22,0.0
HIST1H1A,0.006201955054492931
HIST1H3A,0.0039664359909314705
HIST1H4A,0.0012601054020987528
HIST1H4B,0.00485919193212466
HIST1H3B,0.002092638184417279
HIST1H2AB,0.0035207716725149905
HIST1H2BB,0.00022239752242220995
U91328.2,0.0005295901604852769
HIST1H3C,0.002688774779129832
HIST1H1C,0.31120881989708055
HFE,0.006121816927620899
HIST1H4C,0.3306573692883036
HIST1H1T,0.0
HIST1H2BC,0.10997449143155957
HIST1H2AC,0.18483120000271194
HIST1H1E,0.0563038634672058
HIST1H2BD,0.08440680375521442
RP1-221C16.8,0.0004674947163516405
HIST1H2BE,0.00937599004906419
HIST1H4D,0.002400358915592352
RP1-34B20.21,0.028013925972004344
HIST1H2AD,0.0
HIST1H2BF,0.003225812481190277
RP1-34B20.4,0.0032304169029946177
HIST1H4E,0.01288217095720192
HIST1H2BG,0.03610983935092721
HIST1H2AE,0.04230350336585623
HIST1H3E,0.003394294638765937
HIST1H1D,0.025603684685587876
HIST1H4F,0.0
HIST1H3F,0.0012767670942732796
HIST1H2BH,0.02184323561067915
HIST1H3G,0.0015221109858215129
HIST1H2BI,0.0006063173268539903
HIST1H4H,0.027550526719146158
HIST1H3PS1,0.0031406711619742316
BTN3A2,0.06712594094851712
BTN2A2,0.029420373214590536
BTN3A1,0.029273949977520492
BTN2A3P,0.006934278269477891
BTN3A3,0.04183300270191494
BTN2A1,0.12675807014679266
BTN1A1,0.00016656949353364723
HCG11,0.010815993516936353
CTA-14H9.5,0.0033825233982160622
HMGN4,0.0304940335590876
ABT1,0.3100883537107248
RP11-457M11.7,0.0
ZNF322,0.06497388101296933
RP11-457M11.5,0.0006541280215443812
GUSBP2,0.02006742013537182
LINC00240,0.006988689422049553
RP11-239L20.6,0.0
RP1-86C11.7,0.002095145026458581
HIST1H2BJ,0.0354151319668707
HIST1H2AG,0.007205555517252322
HIST1H4I,0.000655550090989241
HIST1H2BK,0.009253140926749278
HIST1H2AH,0.006460404212209895
RP11-209A2.1,0.005600238504930909
PRSS16,0.01137082155600062
XXbac-BPGBPG24O18.1,0.0
ZNF204P,0.003194909862140673
ZNF391,0.002943998608503169
RP1-153G14.4,0.0006314042581637096
ZNF184,0.024058044297790925
RP1-15D7.1,0.00567919020637099
LINC01012,0.003043970398843653
RP1-97D16.1,0.0027827088334692216
RSL24D1P1,0.0
HIST1H2BL,0.00015477720078440385
HIST1H2AI,0.0020868573180928486
HIST1H3H,0.012416539036047633
HIST1H2AJ,0.0027570703676423275
HIST1H2BM,0.0006221596385488622
HIST1H4J,0.006582196609731555
HIST1H2BN,0.033976871137562085
HIST1H2AK,0.0035254692700542843
HIST1H2AL,0.0012506531181354422
HIST1H1B,0.007719511773402842
HIST1H3I,0.0023059961277724214
HIST1H4L,0.0003648094799996403
HIST1H3J,0.004127218591471507
HIST1H2AM,0.0027569498674680512
HIST1H2BO,0.0008468241446440634
OR2B6,0.00019673534557686107
RPLP2P1,0.0020607512749639552
IQCB2P,0.0
OR1F12,0.000313578671915946
RP1-313I6.12,0.07647872933664106
ZNF165,0.03919462568241446
ZSCAN12P1,0.0011682310884587258
ZNF602P,0.0
ZSCAN16-AS1,0.09342104166557544
ZSCAN16,0.029350507449433058
RP1-265C24.8,0.0020960072954827914
ZKSCAN8,0.023654013587102504
ZNF192P1,0.0010368642467487243
AL022393.9,0.002262513242731833
ZNF603P,0.002827791672605677
ZNF192P2,0.0
TOB2P1,0.003513833558644013
ZSCAN9,0.03327053222827253
ZKSCAN4,0.005821002694487001
NKAPL,0.006459590105293035
ZSCAN26,0.021206915232492622
PGBD1,0.018774946527844394
ZSCAN31,0.017333967451392245
ZKSCAN3,0.003392590534823179
ZSCAN12,0.010395642362402516
ZSCAN23,0.0008174018568739305
ZBED9,0.008254852781802276
RP5-1186N24.3,0.0014714891018695313
RP11-373N24.2,0.0007789150783617637
RPSAP2,0.0010725757723221115
NOP56P1,0.001658924402336688
XXbac-BPG308K3.5,0.00013893084024402459
LINC01623,0.00034069881153724345
RPL13P,0.0050575946730471305
ZNF90P2,0.00030500552679321496
HCG14,0.0003918430820226931
TRIM27,0.11567628951004935
LINC01556,0.0
KRT18P1,0.00093443434995533
RN7SL471P,0.00024182114794572878
HCG15,0.0008113904768374593
HCG16,0.00014408424155183225
ZNF311,0.0023734702805893013
SAR1P1,0.0006206055671964408
XXbac-BPG308J9.3,0.0002084216841626292
RPS17P1,0.0017333595819344076
UBD,0.0016077236034707674
GABBR1,0.013702307857132683
RPL13AP,0.001563728771452917
SUMO2P1,0.0001275628351237718
MOG,0.0007661771110140194
ZFP57,0.0008471770388865241
ZDHHC20P1,0.0
HLA-F,0.24377145544960072
HCG4P11,0.00019470611841841922
HLA-F-AS1,0.00739817704508302
MICE,0.0
IFITM4P,0.002789437976062868
XXbac-BPG170G13.32,0.0
HLA-V,0.013049682815384397
HCG4,0.0008733734011991335
RPL7AP7,0.0002596979240391457
HLA-G,0.012939660167367428
HCP5B,0.0
HCG4P7,0.0016051688573448795
HLA-H,0.004984547655630896
HCG4B,0.0006991206029230662
HLA-K,0.0007706280531714667
HLA-A,2.7137784067496478
HCG4P5,0.0011660293911745809
HCG9,0.000919509279741195
DDX39BP2,0.0001748227613397188
ZNRD1ASP,0.007901204051834691
HLA-J,0.02645357270492849
HCG4P3,0.00016790739947823938
ETF1P1,0.0
ZNRD1,0.19982908017891107
PPP1R11,0.2564959370191499
RNF39,0.04407583336711498
TRIM31,0.004304833222473619
TRIM31-AS1,0.0006371176459118943
TRIM10,0.0
TRIM15,0.000618962099790923
TRIM26,0.12266104931332737
PAIP1P1,0.0020563348884475004
HCG17,0.0040899048448976676
HLA-L,0.00807846020141405
XXbac-BPG283O16.9,0.03758862553390859
HCG18,0.11818740210195815
TRIM39,0.027666139862971565
RPP21,0.07424679424877037
HCG19P,0.0
UBQLN1P1,0.00022219222243316668
TMPOP1,0.00019777421587626877
SUCLA2P1,0.0
RANP1,0.00021101138514333784
HLA-E,1.496800001356812
XXbac-BPG249D20.9,0.00024182114794572878
GNL1,0.248963700148103
PRR3,0.056212948078142984
ABCF1,0.5152803455762566
PPP1R10,0.2648955912935208
MRPS18B,0.25361248969255284
ATAT1,0.04328103574496997
PTMAP1,0.0017270221510343412
C6orf136,0.07169231107504259
DHX16,0.09724691011214466
PPP1R18,0.2248160380596562
NRM,0.04696755132499549
RPL7P4,0.004935439398607659
MDC1,0.030213456231987484
MDC1-AS1,0.001217984697839332
TUBB,0.9070851262986326
XXbac-BPG252P9.9,0.0016078810350856707
FLOT1,0.36114930344231017
XXbac-BPG252P9.10,0.01472650559632548
IER3,1.048674066540845
RN7SL353P,0.0009522969620133781
HCG20,0.00036443993886744514
LINC00243,0.002839164124729089
XXbac-BPG27H4.8,0.0
RN7SKP186,0.0
DDR1-AS1,0.002078197377405723
DDR1,0.1017919796901935
GTF2H4,0.001691931716642249
VARS2,0.019453110977389446
SFTA2,0.00871043501845873
DPCR1,0.0006811749862644888
MUC21,0.0
MUC22,0.0
HCG22,0.001671012009092125
C6orf15,0.002580091486338697
PSORS1C1,0.026337823485616307
CDSN,0.0019743952373709696
PSORS1C2,0.00025807306572130085
CCHCR1,0.02365950935787726
TCF19,0.01857947943875354
POU5F1,0.021503059991161987
PSORS1C3,0.004041322631648159
XXbac-BPG299F13.17,0.020916855815079502
HCG27,0.005902055893560137
HLA-C,2.7113932914687737
USP8P1,0.0010171349079570956
RPL3P2,0.0030496514282157636
HLA-B,3.124601051614163
XXbac-BPG248L24.12,0.003043115043137799
XXbac-BPG181B23.7,0.00536781692871502
MICA,0.08790542616727112
HCP5,0.06783775667574236
LINC01149,0.0
MICB,0.022386835173707285
PPIAP9,0.0
RPL15P4,0.0
MCCD1,0.0
DDX39B,0.19218999906487783
DDX39B-AS1,0.0
ATP6V1G2,0.004327814779328096
NFKBIL1,0.09430518233439543
LTA,0.008887623432496567
TNF,0.06973378792514662
LTB,0.29783424436973244
LST1,0.06177978389637355
NCR3,0.005065454626520805
UQCRHP1,0.0
AIF1,0.1176184646484081
PRRC2A,0.12969235221605033
BAG6,0.15782051909234143
APOM,0.03202197966695915
C6orf47,0.10093932891515359
C6orf47-AS1,0.0003272959616712798
GPANK1,0.1045011071012552
CSNK2B,0.5818539909943806
LY6G5B,0.009672433026572436
LY6G5C,0.010592755865428
ABHD16A,0.0034837247304098143
XXbac-BPG32J3.19,0.00017064940334601773
LY6G6E,0.0
LY6G6D,0.0
C6orf25,0.0008382209117576009
LY6G6C,0.009251383620073671
DDAH2,0.47038653224142624
CLIC1,1.1458734394716443
MSH5,0.002219445617901991
MSH5-SAPCD1,0.0
SAPCD1-AS1,0.0016579214403781494
VWA7,0.0015934952841280526
VARS,0.054109987548915654
Y-RNA.273,0.00021644059037689175
LSM2,0.2824835415004771
HSPA1L,0.003796899033831418
HSPA1A,0.48479708207022265
HSPA1B,0.3526995510958582
C6orf48,1.028259819452142
NEU1,0.2342839466742296
SLC44A4,0.04048252019744353
EHMT2,0.08356605958700036
C2,0.1287844959556771
ZBTB12,0.0002929186512948018
C2-AS1,0.001462081796846274
CFB,0.050138189244804815
NELFE,0.3367325479833853
SKIV2L,0.03039456902439108
DXO,0.048840875416214666
STK19,0.10602799484816211
C4B,0.0
CYP21A2,0.0
TNXB,0.011019346468971035
ATF6B,0.2576639344212189
FKBPL,0.023185736914968613
PRRT1,0.012256293395398578
PPT2,0.016857749385592723
PPT2-EGFL8,0.0012849256406612184
EGFL8,0.0021396935798890944
AGPAT1,0.07546628837822446
RNF5,0.2706108958143523
AGER,0.005019717305037888
XXbac-BPG300A18.13,0.0007872407975390157
PBX2,0.04967574847171269
GPSM3,0.17441860615356514
NOTCH4,0.005149524475001548
XXbac-BPG154L12.5,0.0
XXbac-BPG154L12.4,0.0014102936956272637
C6orf10,0.000995229273312212
HCG23,0.00041424781018150475
HLA-DRA,0.667939928002146
HLA-DRB5,0.16836511669770335
RNU1-61P,0.00016297692381774927
HLA-DRB6,0.2154310896399678
HLA-DRB1,0.6528636642522243
HLA-DQA1,0.2727005717374374
HLA-DQB1,0.3570763636443035
HLA-DQA2,0.06701200644325163
