Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	icosatetraenoic acid binding (GO:0050543)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	ALOX5AP;PPARG;STX3
GO_Molecular_Function_2021	MHC class II protein binding (GO:0042289)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	CD74;CD81;FCRL6
GO_Molecular_Function_2021	mismatched DNA binding (GO:0030983)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	MSH2;TDG;MUTYH
GO_Molecular_Function_2021	NADP-retinol dehydrogenase activity (GO:0052650)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	DHRS13;AKR1B10;RDH12
GO_Molecular_Function_2021	neurotrophin TRK receptor binding (GO:0005167)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	SHC1;PIK3R1;EFNA5
GO_Molecular_Function_2021	neurotrophin TRKA receptor binding (GO:0005168)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	SHC1;PIK3R1;EFNA5
GO_Molecular_Function_2021	P-type sodium transporter activity (GO:0008554)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	ATP4A;ATP1A3;ATP1A1
GO_Molecular_Function_2021	P-type sodium:potassium-exchanging transporter activity (GO:0005391)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	ATP4A;ATP1A3;ATP1A1
GO_Molecular_Function_2021	sulfatide binding (GO:0120146)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	CLN3;PPT1;TPP1
GO_Molecular_Function_2021	supercoiled DNA binding (GO:0097100)	3/6	2.490266e-01	9.999939e-01	0	0	2.374515e+00	3.301040e+00	HMGB2;RPS3;PSIP1
GO_Molecular_Function_2021	oxidoreduction-driven active transmembrane transporter activity (GO:0015453)	20/58	2.497434e-01	9.999939e-01	0	0	1.250223e+00	1.734460e+00	NDUFA9;NDUFA13;NDUFB8;NDUFA7;NDUFB7;NDUFA12;COX15;NDUFB4;NDUFA10;NDUFA4L2;CYBRD1;NDUFC1;COX6A1;COX5B;COX7A2L;NDUFS8;NDUFS5;UQCRC1;NDUFV2;COX10
GO_Molecular_Function_2021	metalloexopeptidase activity (GO:0008235)	19/55	2.542974e-01	9.999939e-01	0	0	1.253662e+00	1.716578e+00	CPA3;CPA2;CPA1;CPB2;CPB1;ACE;ERAP1;VASH1;AEBP1;AGBL5;ACE2;MMP16;XPNPEP1;ANPEP;CPXM1;LAP3;LTA4H;METAP1;METAP2
GO_Molecular_Function_2021	protein serine/threonine kinase inhibitor activity (GO:0030291)	11/30	2.550948e-01	9.999939e-01	0	0	1.375012e+00	1.878432e+00	HEXIM2;KAT2B;CDKN1A;SPRED1;CDKN2B;CDKN2C;PRKAR2B;CDKN2A;PRKAR1A;PKIG;CIT
GO_Molecular_Function_2021	ciliary neurotrophic factor receptor binding (GO:0005127)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	IL6ST;OSMR;PRLR;IL13RA1
GO_Molecular_Function_2021	glucosyltransferase activity (GO:0046527)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	ALG8;ALG10;ALG10B;GBA2
GO_Molecular_Function_2021	phosphatidylinositol transfer activity (GO:0008526)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	PITPNM2;TNFAIP8L3;C2CD2L;PITPNC1
GO_Molecular_Function_2021	potassium ion binding (GO:0030955)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	ATP4A;PDXK;KCNJ11;ATP1A1
GO_Molecular_Function_2021	U3 snoRNA binding (GO:0034511)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	XRCC5;DHX37;TSR1;RRP9
GO_Molecular_Function_2021	volume-sensitive anion channel activity (GO:0005225)	4/9	2.621140e-01	9.999939e-01	0	0	1.899662e+00	2.543602e+00	TTYH2;LRRC8C;LRRC8A;LRRC8E
GO_Molecular_Function_2021	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	8/21	2.646054e-01	9.999939e-01	0	0	1.461435e+00	1.943000e+00	PDE10A;PDE1C;PDE1A;PDE4B;PDE4A;PDE5A;PDE7B;PDE8A
GO_Molecular_Function_2021	cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	8/21	2.646054e-01	9.999939e-01	0	0	1.461435e+00	1.943000e+00	PRDX3;VIL1;RPS6KA3;TNFSF14;XIAP;BIRC5;GAS6;BIRC3
GO_Molecular_Function_2021	ubiquitin-specific protease binding (GO:1990381)	8/21	2.646054e-01	9.999939e-01	0	0	1.461435e+00	1.943000e+00	VCP;SART3;SUMO1;AMFR;SYVN1;DERL2;SPATA2;LCOR
GO_Molecular_Function_2021	retinoic acid receptor binding (GO:0042974)	7/18	2.667575e-01	9.999939e-01	0	0	1.511216e+00	1.996943e+00	NR4A2;VDR;NSD1;HMGA1;PPARG;PRAME;TACC1
GO_Molecular_Function_2021	RNA polymerase binding (GO:0070063)	7/18	2.667575e-01	9.999939e-01	0	0	1.511216e+00	1.996943e+00	ZFP36;DHX9;TAF10;YTHDC2;NEDD4;STOM;BRCA1
GO_Molecular_Function_2021	cAMP binding (GO:0030552)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	PDE10A;PDE4B;PDE4A;HCN1;RAPGEF4
GO_Molecular_Function_2021	carbohydrate:cation symporter activity (GO:0005402)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	SLC2A9;SLC23A2;SLC5A9;SLC23A1;SLC5A1
GO_Molecular_Function_2021	fucosyltransferase activity (GO:0008417)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	FUT6;FUT7;FUT9;FUT2;FUT3
GO_Molecular_Function_2021	MAP kinase phosphatase activity (GO:0033549)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	DUSP4;DUSP10;DUSP1;DUSP16;DUSP9
GO_Molecular_Function_2021	ribosomal large subunit binding (GO:0043023)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	NPM1;CPSF6;EIF6;CPEB2;MRRF
GO_Molecular_Function_2021	RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	CDK8;CDK7;CDK4;CDK1;BRD4
GO_Molecular_Function_2021	transforming growth factor beta-activated receptor activity (GO:0005024)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	ACVRL1;BMPR1B;BMPR1A;ENG;TGFBR2
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase adaptor activity (GO:0005068)	5/12	2.668438e-01	9.999939e-01	0	0	1.696172e+00	2.240800e+00	SHC1;TRADD;PIK3R1;SH2B3;SH2B1
GO_Molecular_Function_2021	voltage-gated cation channel activity (GO:0022843)	32/97	2.670252e-01	9.999939e-01	0	0	1.169565e+00	1.544307e+00	KCNG1;KCNG2;HCN3;CATSPER3;KCNA3;CACNA1A;KCNA5;PKD2;CACNA1E;LRRC52;GRIN2A;KCNV2;NCS1;PTK2B;ITGAV;KCNH1;TMC1;KCNH3;LRRC26;KCND2;KCNJ11;KCND3;KCNB1;CACNA2D3;GRIN1;CACNB2;GRIN3B;GRIN3A;KCNS3;KCNMA1;KCNQ3;HCN1
GO_Molecular_Function_2021	1-phosphatidylinositol binding (GO:0005545)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	EEA1;SCIN;SESTD1;WDFY3;SNAP91;PICALM
GO_Molecular_Function_2021	cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	PYCARD;NLRP12;CARD8;ATP2A3;CASP1;NOD1
GO_Molecular_Function_2021	cytochrome-c oxidase activity (GO:0004129)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	COX7A2L;COX15;NDUFA4L2;COX5B;COX6A1;COX10
GO_Molecular_Function_2021	insulin-like growth factor binding (GO:0005520)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	ITGB4;INSR;ITGB3;IGFBP2;ITGAV;IGFALS
GO_Molecular_Function_2021	MAP kinase kinase activity (GO:0004708)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	MAPK10;SBK2;MAP2K2;LRRK2;MAPKAPK5;PAK3
GO_Molecular_Function_2021	peptidoglycan binding (GO:0042834)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	PGLYRP2;REG1A;NLRP3;NOD1;NOD2;HK1
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	6/15	2.677890e-01	9.999939e-01	0	0	1.583136e+00	2.085871e+00	KCNJ5;KCNE2;KCND3;KCNE4;KCNA5;KCNJ2
GO_Molecular_Function_2021	protein kinase inhibitor activity (GO:0004860)	15/43	2.739578e-01	9.999939e-01	0	0	1.272378e+00	1.647451e+00	CDKN1C;CDKN1A;NPM1;GMFB;ITPRIP;SPRY4;PARVA;CIT;MAPK8IP1;DNAJC3;SOCS3;SPRED1;SH3BP5L;TAOK3;CAMK2N1
GO_Molecular_Function_2021	nuclear receptor binding (GO:0016922)	39/120	2.754394e-01	9.999939e-01	0	0	1.143897e+00	1.474926e+00	SMARCD3;TMF1;KDM1A;WBP2;TGFB1I1;NR1I2;PHB2;ZNHIT3;NSD1;PRAME;ZBTB7A;ZNF366;NCOA1;SMARCE1;STAT5B;NCOA2;KDM4C;BUD31;TAF10;TAF11;HMGA1;DDX54;NR0B1;PROX1;FOXP1;NR4A2;NR4A1;PRPF6;NR4A3;MED24;MYOD1;CRY1;LCOR;MMS19;NCOA7;TACC1;PKN1;PPID;TAF1
GO_Molecular_Function_2021	protein kinase regulator activity (GO:0019887)	32/98	2.897514e-01	9.999939e-01	0	0	1.151762e+00	1.426724e+00	CDKN1C;CDKN1A;CCNJ;GMFB;ITPRIP;RPLP1;CCNF;AGAP2;PRKAG1;CCNC;DBF4B;CCNB3;CCNB2;SOCS3;CCND3;CCNB1;PRKAR2B;NCKAP1L;MARK2;NPM1;SPRY4;PARVA;MAPK8IP1;CCNA2;DNAJC3;TPX2;SH3BP5L;CCNY;APC;TAOK3;PRKAR1A;MADD
GO_Molecular_Function_2021	exopeptidase activity (GO:0008238)	18/53	2.900274e-01	9.999939e-01	0	0	1.221494e+00	1.511941e+00	CPA2;CPB1;ACE;CTSZ;ERAP1;PRSS16;CNDP2;ACE2;DPP7;XPNPEP1;DPP9;ANPEP;NAALAD2;BLMH;LAP3;LTA4H;METAP1;METAP2
GO_Molecular_Function_2021	nuclear receptor coactivator activity (GO:0030374)	18/53	2.900274e-01	9.999939e-01	0	0	1.221494e+00	1.511941e+00	NCOA1;NCOA2;CALCOCO1;TMF1;KDM1A;BUD31;HMGA1;PPRC1;RNF4;ETS1;FGF2;CCAR1;PSMC3IP;MED24;NCOA7;TACC1;PKN1;ATXN7L3
GO_Molecular_Function_2021	ribonuclease activity (GO:0004540)	22/66	2.959956e-01	9.999939e-01	0	0	1.187606e+00	1.445804e+00	TSNAX;PIWIL4;RNASEL;RNASEH2A;RNASEK;ELAC2;RNASET2;CPSF3;RPP40;RNASE6;RNASE3;ZC3H12D;ERN1;RCL1;ZC3H12C;RNASEH1;EXOSC9;ZC3H12A;PPP1R8;EXOSC1;N4BP1;DIS3L2
GO_Molecular_Function_2021	cholesterol binding (GO:0015485)	17/50	2.960951e-01	9.999939e-01	0	0	1.223518e+00	1.489112e+00	ABCA1;STARD3;CETP;OSBPL7;OSBPL6;OSBPL5;CD81;CAV1;ERLIN1;APOA1;APOA5;SCP2;SIDT1;TSPO;APOD;PROM1;PROM2
GO_Molecular_Function_2021	poly-purine tract binding (GO:0070717)	10/28	3.023880e-01	9.999939e-01	0	0	1.319327e+00	1.577974e+00	KHDRBS1;DAZAP1;PNPT1;RBPMS;DDX1;MCRS1;ELAVL4;PPIE;RBMS2;RBMS3
GO_Molecular_Function_2021	sterol binding (GO:0032934)	20/60	3.085371e-01	9.999939e-01	0	0	1.187542e+00	1.396447e+00	ABCA1;STARD3;CETP;OSBPL7;OSBPL6;OSBPL5;CD81;INSIG1;CAV1;ERLIN1;APOA1;RORA;APOA5;SCP2;OSBP;SIDT1;TSPO;APOD;PROM1;PROM2
GO_Molecular_Function_2021	poly-pyrimidine tract binding (GO:0008187)	9/25	3.086528e-01	9.999939e-01	0	0	1.335783e+00	1.570264e+00	KHDRBS1;DAZAP1;PNPT1;SSB;MCRS1;HNRNPC;RBMS2;DIS3L2;RBMS3
GO_Molecular_Function_2021	damaged DNA binding (GO:0003684)	15/44	3.090443e-01	9.999939e-01	0	0	1.228415e+00	1.442492e+00	DCLRE1A;PCNA;HMGB2;XPA;RPA1;XPC;UNG;NEIL3;NTHL1;TDG;APEX1;CRY2;RPS3;ERCC5;RAD1
GO_Molecular_Function_2021	GABA receptor activity (GO:0016917)	8/22	3.151003e-01	9.999939e-01	0	0	1.356950e+00	1.567093e+00	GABBR2;GABRP;GABBR1;GABRR1;GABRA3;GABRE;GPR156;GABRD
GO_Molecular_Function_2021	peptidase activator activity (GO:0016504)	8/22	3.151003e-01	9.999939e-01	0	0	1.356950e+00	1.567093e+00	VCP;CAV1;PSME3;ADRM1;PSME4;MAL;TANK;CLPX
GO_Molecular_Function_2021	voltage-gated sodium channel activity (GO:0005248)	8/22	3.151003e-01	9.999939e-01	0	0	1.356950e+00	1.567093e+00	HCN3;SCN9A;SCN7A;PKD2;SCN3B;SCN3A;CACNA1H;HCN1
GO_Molecular_Function_2021	translation initiation factor activity (GO:0003743)	14/41	3.159836e-01	9.999939e-01	0	0	1.231416e+00	1.418671e+00	EIF4A1;EIF4E3;EIF2B2;EIF2S2;EIF2S1;EIF1;EIF3M;EIF3I;EIF3F;EIF2B1;EIF4E2;EIF4E;EIF1B;EIF3A
GO_Molecular_Function_2021	sequence-specific double-stranded DNA binding (GO:1990837)	217/712	3.225168e-01	9.999939e-01	0	0	1.042188e+00	1.179340e+00	GABPB2;SPI1;RAX;FOXI1;GABPB1;ELK3;SOX2;SOX3;CREB3L4;CREB3L1;CREB3L2;DPF1;SOX8;SOX9;JUNB;SOX7;CDK5RAP2;MEF2C;MBNL2;DDX11;SOX12;RUNX3;RUNX2;RUNX1;HOXB9;TFAM;ATF7;HOXB7;ZNF274;DHX9;FOXG1;XPA;HIVEP1;HOXC4;ZBED1;ZBTB7A;NFE2;EGR1;JUN;ZNF384;EGR2;EGR3;ZNF140;XRCC5;NR2F1;NFATC2;ZNF32;NFATC1;CDC6;NR1D1;FLI1;NR2F6;POU6F1;HNRNPL;SNAI2;HOXD3;HOXD8;SUV39H2;GMEB2;BHLHE41;HOXC13;BRCA1;MEOX2;GLI3;HEY2;TEAD2;VENTX;SREBF1;TFE3;TFEB;FOS;PROX1;SREBF2;NR5A2;PAX8;TAL1;PAX9;RARA;AHRR;RARB;PPARG;KIF2C;PPARD;FOXC1;NFIX;NR1I2;ASCL1;ARNTL;CUX1;HSF2;HSF4;MSX1;TBL1X;MEF2D;RXRG;ARNT2;MBD2;STAT3;PER2;PER3;TFAP4;NFIB;NFIC;FOSB;ZNF217;FOXA3;FOXA1;PRDM4;ZBTB20;NRL;AHR;RORB;PRDM1;NR3C1;ETS1;ETS2;HOXA11;NR3C2;FOXQ1;YY2;ZNF449;PITX1;MEN1;PITX3;ARID5B;HIC1;FOXP1;MAF;ZFP41;PSPC1;ERG;DLX2;DLX4;DLX6;BHLHE22;HOXB13;NPAS2;CPSF4;TFAP2C;NONO;ESRRB;HMGA2;MAFA;POU2F2;FOXN1;PHOX2A;NR4A2;NR4A1;LIN28B;BCL6;TLX2;LHX1;MAFG;MAFF;BHLHE40;ZNF658;MAFK;LHX9;ZNF410;KDM5A;CALCOCO1;CIITA;BNC2;MCM7;HMGB2;MCM10;YBX1;SIX3;ZIC1;ZNF524;MYBL2;ZNF385D;KLF10;TGIF1;EMX2;KLF13;TBP;TGIF2;ETV1;ETV2;ETV3;ELF1;SFPQ;ELF3;DMRTA1;HAND2;IRF1;MYOD1;CRY2;MCM2;CEBPA;NFAT5;HLF;CEBPD;ZBTB43;FOXK1;NR2C2;NR2C1;CDC45;TBX21;BEND3;E2F1;E2F2;IRX5;IRX3;FOXJ2;ZIC4;ZIC5;MEIS3;KLF3;KLF2;TBX18;CTCFL;KLF1;TBX2;KLF6;TEF
GO_Molecular_Function_2021	carboxypeptidase activity (GO:0004180)	13/38	3.232807e-01	9.999939e-01	0	0	1.234901e+00	1.394493e+00	CPA3;CPA2;CPB2;CPA1;CPB1;CTSZ;AEBP1;VASH1;AGBL5;ACE2;NAALAD2;CPXM1;BLMH
GO_Molecular_Function_2021	sodium channel activity (GO:0005272)	13/38	3.232807e-01	9.999939e-01	0	0	1.234901e+00	1.394493e+00	HCN3;GRIK5;GRIK3;SHROOM2;GRIK4;PKD2;CACNA1H;SCNN1D;SCNN1B;SCN9A;SCN7A;SCN3A;HCN1
GO_Molecular_Function_2021	ubiquitin-like protein conjugating enzyme activity (GO:0061650)	13/38	3.232807e-01	9.999939e-01	0	0	1.234901e+00	1.394493e+00	UBE2F;UBE2I;UBE2C;UBE2E1;UBE2G1;UBE2J2;CDC34;UBE2Q2;UBE2NL;UBE2T;UBE2N;UFC1;TAF1
GO_Molecular_Function_2021	C4-dicarboxylate transmembrane transporter activity (GO:0015556)	6/16	3.283510e-01	9.999939e-01	0	0	1.424721e+00	1.586672e+00	SLC13A3;SLC1A1;SLC25A30;SLC25A12;SLC25A11;SLC25A13
GO_Molecular_Function_2021	nuclear import signal receptor activity (GO:0061608)	6/16	3.283510e-01	9.999939e-01	0	0	1.424721e+00	1.586672e+00	IPO9;KPNA4;RANBP6;KPNA2;IPO4;IPO5
GO_Molecular_Function_2021	phosphatidylinositol-5-phosphate binding (GO:0010314)	6/16	3.283510e-01	9.999939e-01	0	0	1.424721e+00	1.586672e+00	JPH2;SESTD1;SAP30L;VEPH1;SH3PXD2B;LANCL2
GO_Molecular_Function_2021	transmembrane receptor protein phosphatase activity (GO:0019198)	6/16	3.283510e-01	9.999939e-01	0	0	1.424721e+00	1.586672e+00	PTPRD;PTPRE;PTPRB;PTPRN2;PTPRC;PTPRK
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	6/16	3.283510e-01	9.999939e-01	0	0	1.424721e+00	1.586672e+00	PTPRD;PTPRE;PTPRB;PTPRN2;PTPRC;PTPRK
GO_Molecular_Function_2021	NADH dehydrogenase (quinone) activity (GO:0050136)	12/35	3.309812e-01	9.999939e-01	0	0	1.238998e+00	1.369952e+00	NDUFA9;NDUFA13;NDUFB8;NDUFA7;NDUFB7;NDUFS8;NDUFA12;NDUFB4;NDUFS5;NDUFA10;NDUFC1;NDUFV2
GO_Molecular_Function_2021	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	12/35	3.309812e-01	9.999939e-01	0	0	1.238998e+00	1.369952e+00	NDUFA9;NDUFA13;NDUFB8;NDUFA7;NDUFB7;NDUFS8;NDUFA12;NDUFB4;NDUFS5;NDUFA10;NDUFC1;NDUFV2
GO_Molecular_Function_2021	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	5/13	3.348736e-01	9.999939e-01	0	0	1.484045e+00	1.623549e+00	ALDH4A1;ALDH1A3;ALDH2;ALDH7A1;ADH5
GO_Molecular_Function_2021	histone demethylase activity (H3-K9 specific) (GO:0032454)	5/13	3.348736e-01	9.999939e-01	0	0	1.484045e+00	1.623549e+00	PHF2;KDM3B;KDM4C;KDM1A;KDM4D
GO_Molecular_Function_2021	insulin-like growth factor I binding (GO:0031994)	5/13	3.348736e-01	9.999939e-01	0	0	1.484045e+00	1.623549e+00	ITGB4;INSR;ITGB3;IGFBP2;ITGAV
GO_Molecular_Function_2021	microtubule minus-end binding (GO:0051011)	5/13	3.348736e-01	9.999939e-01	0	0	1.484045e+00	1.623549e+00	MACF1;TUBGCP2;TUBGCP5;TUBGCP6;TUBGCP3
GO_Molecular_Function_2021	RNA 7-methylguanosine cap binding (GO:0000340)	5/13	3.348736e-01	9.999939e-01	0	0	1.484045e+00	1.623549e+00	CYFIP1;EIF4E3;LARP1;EIF4E2;EIF4E
GO_Molecular_Function_2021	sequence-specific DNA binding (GO:0043565)	215/707	3.376077e-01	9.999939e-01	0	0	1.038745e+00	1.127943e+00	RAX;FOXI1;ELK3;SOX2;SOX3;CREB3L4;CREB3L1;DPF1;SOX8;SOX9;JUNB;SOX7;MEF2A;MEF2C;MBNL2;SOX12;RUNX3;RUNX2;HOXB9;THAP9;TFAM;ATF7;HOXB7;PIF1;ZNF274;EPAS1;FOXG1;XPA;ZBTB4;ZSCAN10;HIVEP1;HOXC4;ZBED1;ZBTB7A;NFE2;EGR1;JUN;ZNF384;EGR2;EGR3;ZNF140;FOXF1;XRCC5;NR2F1;NFATC2;ZNF32;NFATC1;NR1D1;ZNF35;FLI1;NR2F6;POU6F1;SNAI2;HOXD3;HOXD8;CSRNP1;SMG1;CSRNP2;GMEB2;BHLHE41;HOXC13;MEOX2;GLI3;MECP2;HEY2;TEAD2;VENTX;FOXD4;SREBF1;PRMT1;TFE3;TFEB;TET1;FOS;PROX1;SREBF2;ZEB2;NR5A2;PAX8;PAX9;TET3;RARA;RARB;PPARG;MAPT;PPARA;PPARD;FOXC1;NFIX;SATB1;NR1I2;ASCL1;ARNTL;CUX1;HSF2;HSF4;PLAGL2;MSX1;MEF2D;ZNF224;RXRG;ARNT2;MBD2;TFAP4;MYBBP1A;NFIB;NFIC;FOSB;FOXA3;FOXA1;KDM1A;PRDM4;ZBTB20;NRL;RORA;AHR;RORB;PRDM1;NR3C1;ETS2;HOXA11;NR3C2;FOXQ1;CHCHD2;YY2;ZNF449;PITX1;PITX3;RAG1;KDM2B;ZBTB38;POLRMT;FOXP2;HIC1;FOXP1;MAF;ZFP41;ERH;ERG;DLX2;DLX4;DLX6;BHLHE22;HOXB13;FOXO1;NPAS2;NLRP3;CPSF4;TFAP2C;ESRRB;MAFA;POU2F2;PHOX2A;NR4A2;NR4A1;LIN28B;MAFB;BCL6;TLX2;LHX1;MAFG;MAFF;BHLHE40;BCL2;MAFK;LHX9;ZNF410;CALCOCO1;YBX1;SIX3;ZIC1;ZNF524;MYBL2;ZNF385D;KLF10;TGIF1;EMX2;KLF13;TGIF2;ETV1;ETV2;ETV3;ELF1;ELF3;DMRTA1;HAND2;MYOD1;TERF2IP;NFAT5;HDAC2;HLF;CEBPD;ZBTB43;FOXK1;NR2C2;NR2C1;HLX;TBX21;E2F1;E2F2;IRX5;IRX3;FOXJ2;ZIC4;LRWD1;ZIC5;MEIS3;KLF3;KLF2;TBX18;CTCFL;TBX2;KLF6;TEF;TAF1
GO_Molecular_Function_2021	beta-tubulin binding (GO:0048487)	11/32	3.391419e-01	9.999939e-01	0	0	1.243882e+00	1.345055e+00	TTLL7;IFT74;SPAST;RACGAP1;VAPB;PDCD5;HTT;SMC3;GABARAP;CCT5;LRPPRC
GO_Molecular_Function_2021	SH2 domain binding (GO:0042169)	11/32	3.391419e-01	9.999939e-01	0	0	1.243882e+00	1.345055e+00	LAT2;KHDRBS1;AFAP1L2;SH3PXD2B;SIGLEC10;AFAP1;LILRB1;NLK;JAK2;PAG1;PTK2
GO_Molecular_Function_2021	cAMP-dependent protein kinase regulator activity (GO:0008603)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	PRKAR1A;PRKAR2B;PRKAG1;PKIG
GO_Molecular_Function_2021	cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	CASP9;CASP3;CASP1;CFLAR
GO_Molecular_Function_2021	enoyl-CoA hydratase activity (GO:0004300)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	ECHS1;AUH;ECHDC1;ECHDC2
GO_Molecular_Function_2021	G-quadruplex DNA binding (GO:0051880)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	BLM;XRN1;DDX11;NME2
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	DPYS;DPYSL2;CAD;DPYSL3
GO_Molecular_Function_2021	nucleoside-triphosphate diphosphatase activity (GO:0047429)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	DUT;DHX9;ASMTL;ITPA
GO_Molecular_Function_2021	oxidized purine DNA binding (GO:0032357)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	BLM;MSH2;RPS3;MUTYH
GO_Molecular_Function_2021	symporter activity (GO:0015293)	4/10	3.407862e-01	9.999939e-01	0	0	1.582939e+00	1.704034e+00	SLC5A6;SLC46A2;SLC5A12;SLC28A3
